"buy","hold","period","sell","strongBuy","strongSell","symbol"
38,5,"2025-04-01",0,21,0,"MSFT"
9,12,"2025-04-01",1,8,1,"MAA"
8,19,"2025-04-01",3,2,1,"MRNA"
8,9,"2025-04-01",0,5,0,"MHK"
8,9,"2025-04-01",2,2,0,"MOH"
7,16,"2025-04-01",1,2,0,"TAP"
18,10,"2025-04-01",0,6,1,"MDLZ"
12,6,"2025-04-01",0,6,0,"MPWR"
11,12,"2025-04-01",2,7,0,"MNST"
8,12,"2025-04-01",1,7,0,"MCO"
8,17,"2025-04-01",0,6,0,"MS"
8,10,"2025-04-01",2,5,0,"MOS"
9,3,"2025-04-01",0,5,0,"MSI"
14,5,"2025-04-01",1,4,0,"MSCI"
13,6,"2025-04-01",0,6,0,"NDAQ"
8,17,"2025-04-01",0,3,0,"NTAP"
26,13,"2025-04-01",0,15,0,"NFLX"
9,8,"2025-04-01",0,7,0,"NEM"
10,2,"2025-04-01",0,4,0,"NWSA"
12,8,"2025-04-01",1,6,0,"NEE"
15,19,"2025-04-01",2,7,0,"NKE"
13,3,"2025-04-01",0,9,0,"NI"
8,6,"2025-04-01",0,2,0,"NDSN"
13,13,"2025-04-01",1,6,0,"NSC"
5,12,"2025-04-01",1,3,1,"NTRS"
12,11,"2025-04-01",1,5,0,"NOC"
12,10,"2025-04-01",0,9,0,"NCLH"
6,5,"2025-04-01",0,4,0,"NRG"
9,6,"2025-04-01",1,4,0,"NUE"
38,6,"2025-04-01",0,26,0,"NVDA"
2,7,"2025-04-01",0,2,0,"NVR"
21,8,"2025-04-01",0,8,0,"NXPI"
20,9,"2025-04-01",0,7,0,"ORLY"
8,18,"2025-04-01",2,3,0,"OXY"
6,17,"2025-04-01",2,6,1,"ODFL"
9,4,"2025-04-01",1,1,0,"OMC"
19,14,"2025-04-01",2,6,0,"ON"
9,8,"2025-04-01",0,7,0,"OKE"
20,15,"2025-04-01",0,11,0,"ORCL"
5,11,"2025-04-01",1,3,1,"OTIS"
7,14,"2025-04-01",1,4,1,"PCAR"
5,4,"2025-04-01",1,4,0,"PKG"
6,15,"2025-04-01",3,4,1,"PLTR"
30,12,"2025-04-01",2,15,1,"PANW"
2,13,"2025-04-01",7,3,5,"PARA"
17,5,"2025-04-01",0,9,0,"PH"
0,16,"2025-04-01",3,1,3,"PAYX"
7,16,"2025-04-01",0,3,0,"PAYC"
18,23,"2025-04-01",0,10,0,"PYPL"
10,8,"2025-04-01",0,7,0,"PNR"
7,17,"2025-04-01",1,3,0,"PEP"
7,14,"2025-04-01",0,5,1,"PFE"
8,8,"2025-04-01",1,6,0,"PCG"
12,2,"2025-04-01",1,8,0,"PM"
9,8,"2025-04-01",1,6,0,"PSX"
4,10,"2025-04-01",0,7,0,"PNW"
11,7,"2025-04-01",2,7,0,"PNC"
5,8,"2025-04-01",1,5,0,"POOL"
9,18,"2025-04-01",0,5,0,"PPG"
10,5,"2025-04-01",0,6,0,"PPL"
4,9,"2025-04-01",3,3,0,"PFG"
19,11,"2025-04-01",0,7,0,"PG"
13,8,"2025-04-01",0,4,0,"PGR"
11,8,"2025-04-01",1,8,0,"PLD"
3,14,"2025-04-01",1,3,0,"PRU"
7,13,"2025-04-01",1,4,0,"PEG"
10,7,"2025-04-01",0,7,0,"PTC"
7,12,"2025-04-01",0,5,0,"PSA"
7,9,"2025-04-01",0,6,0,"PHM"
14,9,"2025-04-01",0,9,0,"PWR"
20,18,"2025-04-01",1,7,0,"QCOM"
5,11,"2025-04-01",0,7,0,"DGX"
14,5,"2025-04-01",2,6,0,"RL"
6,10,"2025-04-01",0,3,0,"RJF"
12,10,"2025-04-01",0,6,1,"RTX"
5,19,"2025-04-01",0,5,0,"O"
10,7,"2025-04-01",0,7,0,"REG"
15,8,"2025-04-01",1,10,0,"REGN"
10,12,"2025-04-01",1,8,0,"RF"
10,9,"2025-04-01",0,7,0,"RSG"
11,7,"2025-04-01",0,4,1,"RMD"
11,8,"2025-04-01",1,7,0,"RVTY"
9,14,"2025-04-01",3,7,0,"ROK"
5,9,"2025-04-01",0,2,0,"ROL"
7,7,"2025-04-01",1,7,0,"ROP"
12,9,"2025-04-01",0,7,0,"ROST"
17,7,"2025-04-01",0,8,0,"RCL"
17,3,"2025-04-01",0,11,0,"SPGI"
31,11,"2025-04-01",0,14,2,"CRM"
12,8,"2025-04-01",0,5,0,"SBAC"
18,7,"2025-04-01",0,9,0,"SLB"
13,7,"2025-04-01",2,6,0,"STX"
8,10,"2025-04-01",0,5,0,"SRE"
29,6,"2025-04-01",0,14,1,"NOW"
14,13,"2025-04-01",2,4,0,"SHW"
6,12,"2025-04-01",0,6,0,"SPG"
1,25,"2025-04-01",4,0,3,"SWKS"
4,15,"2025-04-01",1,3,0,"SJM"
10,5,"2025-04-01",0,7,0,"SW"
5,7,"2025-04-01",2,2,0,"SNA"
0,12,"2025-04-01",2,1,2,"SOLV"
8,14,"2025-04-01",1,6,0,"SO"
4,14,"2025-04-01",9,1,2,"LUV"
5,14,"2025-04-01",1,4,1,"SWK"
14,15,"2025-04-01",3,9,2,"SBUX"
10,8,"2025-04-01",1,2,0,"STT"
9,6,"2025-04-01",1,5,0,"STLD"
5,4,"2025-04-01",0,2,0,"STE"
17,10,"2025-04-01",0,10,0,"SYK"
8,8,"2025-04-01",2,2,0,"SMCI"
13,8,"2025-04-01",0,5,0,"SYF"
17,3,"2025-04-01",0,7,0,"SNPS"
10,10,"2025-04-01",0,4,0,"SYY"
16,11,"2025-04-01",1,8,0,"TMUS"
0,12,"2025-04-01",6,0,2,"TROW"
19,5,"2025-04-01",0,11,0,"TTWO"
10,9,"2025-04-01",0,7,0,"TPR"
16,4,"2025-04-01",0,9,0,"TRGP"
12,23,"2025-04-01",1,7,0,"TGT"
9,11,"2025-04-01",0,5,0,"TEL"
10,2,"2025-04-01",0,3,0,"TDY"
1,14,"2025-04-01",5,0,1,"TFX"
12,3,"2025-04-01",3,3,0,"TER"
22,16,"2025-04-01",9,9,3,"TSLA"
12,21,"2025-04-01",1,3,2,"TXN"
0,3,"2025-04-01",4,0,1,"TPL"
7,9,"2025-04-01",1,4,0,"TXT"
20,7,"2025-04-01",0,9,0,"TMO"
13,5,"2025-04-01",1,9,0,"TJX"
14,16,"2025-04-01",3,7,0,"TSCO"
8,19,"2025-04-01",1,6,0,"TT"
14,6,"2025-04-01",0,7,0,"TDG"
9,15,"2025-04-01",3,3,0,"TRV"
9,2,"2025-04-01",0,8,0,"TRMB"
9,12,"2025-04-01",0,5,0,"TFC"
11,6,"2025-04-01",0,6,0,"TYL"
6,10,"2025-04-01",0,2,0,"TSN"
10,12,"2025-04-01",0,5,0,"USB"
38,9,"2025-04-01",0,15,0,"UBER"
10,14,"2025-04-01",1,3,0,"UDR"
13,18,"2025-04-01",1,5,0,"ULTA"
12,13,"2025-04-01",1,9,0,"UNP"
19,1,"2025-04-01",0,7,0,"UAL"
12,12,"2025-04-01",3,10,0,"UPS"
9,11,"2025-04-01",2,5,0,"URI"
20,1,"2025-04-01",1,12,0,"UNH"
9,13,"2025-04-01",0,3,0,"UHS"
12,5,"2025-04-01",1,6,0,"VLO"
11,4,"2025-04-01",0,8,0,"VTR"
8,10,"2025-04-01",0,5,0,"VLTO"
3,2,"2025-04-01",1,4,0,"VRSN"
7,12,"2025-04-01",0,5,0,"VRSK"
11,17,"2025-04-01",1,6,0,"VZ"
16,13,"2025-04-01",0,10,1,"VRTX"
4,7,"2025-04-01",1,3,0,"VTRS"
19,3,"2025-04-01",0,9,0,"VICI"
26,8,"2025-04-01",0,12,0,"V"
12,2,"2025-04-01",0,6,0,"VST"
14,8,"2025-04-01",0,8,0,"VMC"
8,9,"2025-04-01",1,4,0,"WRB"
2,16,"2025-04-01",1,4,0,"GWW"
6,6,"2025-04-01",0,4,0,"WAB"
3,14,"2025-04-01",1,2,0,"WBA"
30,4,"2025-04-01",0,13,0,"WMT"
20,7,"2025-04-01",1,8,0,"DIS"
11,15,"2025-04-01",1,5,0,"WBD"
11,12,"2025-04-01",0,8,0,"WM"
6,16,"2025-04-01",0,5,0,"WAT"
7,12,"2025-04-01",1,2,0,"WEC"
14,8,"2025-04-01",0,5,0,"WFC"
13,4,"2025-04-01",0,8,0,"WELL"
7,5,"2025-04-01",0,5,0,"WST"
15,8,"2025-04-01",0,6,0,"WDC"
11,4,"2025-04-01",0,5,0,"WY"
11,10,"2025-04-01",0,5,1,"WMB"
13,7,"2025-04-01",1,4,0,"WTW"
25,12,"2025-04-01",0,9,0,"WDAY"
14,3,"2025-04-01",0,8,0,"WYNN"
9,6,"2025-04-01",0,6,0,"XEL"
9,8,"2025-04-01",0,7,0,"XYL"
6,23,"2025-04-01",0,5,0,"YUM"
9,10,"2025-04-01",0,6,0,"ZBRA"
8,19,"2025-04-01",2,6,0,"ZBH"
10,6,"2025-04-01",0,8,0,"ZTS"
